	Acant.aedil	Acant.carin	Acant.grise	Acant.hensc	Acant.hispa	Acant.retic	Acant.xanth	Acmae.angus	Acmae.margi	Acmae.septe	Acmae.smara	Aegom.clavi	Aegom.franc	Aegom.kruep	Agapa.annul	Agapa.aspho	Agapa.cardu	Agapa.creti	Agapa.cynar	Agapa.dahli	Agapa.david	Agapa.friva	Agapa.inter	Agapa.irror	Agapa.kirby	Agapa.lais	Agapa.later	Agapa.leder	Agapa.leuca	Agapa.macul	Agapa.osman	Agapa.probs	Agapa.schur	Agapa.sicul	Agapa.villo	Agapa.viola	Akime.schae	Aloce.moesi	Alost.bicol	Alost.ingri	Alost.tabac	Anaes.testa	Anagl.arabi	Anagl.gibbo	Anagl.luteo	Anagl.mysti	Anagl.praec	Anast.dubia	Anast.monta	Anast.reyi	Anast.sangu	Anisa.barbi	Anopl.rufip	Anopl.sexgu	Aredo.fonte	Aredo.rubra	Aredo.varii	Arhop.ferus	Arhop.rusti	Arhop.syria	Aromi.mosch	Asemu.stria	Asemu.tenui	Asias.halod	Axino.graci	Brach.balca	Brach.borni	Brach.inter	Brach.ottom	Brach.varia	Calam.filum	Calch.oblon	Calch.sexma	Calli.abdom	Calli.angul	Calli.ater	Calli.egreg	Calli.femor	Calli.graci	Calli.rufip	Caril.virgi	Ceram.carin	Ceram.cerdo	Ceram.dux(	Ceram.miles	Ceram.nodul	Ceram.scopo	Ceram.welen	Certa.ebuli	Chlor.aegyp	Chlor.elaea	Chlor.falde	Chlor.figur	Chlor.glabr	Chlor.herbs	Chlor.hunga	Chlor.pilos	Chlor.rufic	Chlor.sarto	Chlor.trifa	Chlor.variu	Clytu.ariet	Clytu.aroid	Clytu.clavi	Clytu.lama	Clytu.rhamn	Clytu.rober	Clytu.tropi	Coniz.detri	Cornu.quadr	Corto.alpin	Corto.aspro	Corto.cilia	Corto.disco	Corto.femor	Corto.flavi	Corto.holos	Corto.humer	Corto.khatc	Corto.kiese	Corto.moldo	Corto.pumil	Corto.reitt	Corto.ruthe	Corto.schur	Corto.stein	Corto.villo	Cribr.otini	Cribr.strag	Cyrto.capra	Deilu.fugax	Derol.mauri	Derop.genei	Derop.trobe	Dinop.colla	Dorca.aethi	Dorca.alban	Dorca.albos	Dorca.arcad	Dorca.arena	Dorca.areum	Dorca.attic	Dorca.axill	Dorca.balth	Dorca.boris	Dorca.brava	Dorca.breun	Dorca.bures	Dorca.carin	Dorca.chrys	Dorca.ciner	Dorca.cisca	Dorca.conde	Dorca.corcy	Dorca.decip	Dorca.divis	Dorca.elega	Dorca.emgei	Dorca.epire	Dorca.eques	Dorca.etrus	Dorca.eugen	Dorca.ferru	Dorca.fulvu	Dorca.funes	Dorca.galli	Dorca.glabr	Dorca.glycy	Dorca.grani	Dorca.heldr	Dorca.heyro	Dorca.holos	Dorca.hybri	Dorca.ingea	Dorca.insul	Dorca.joann	Dorca.kaima	Dorca.kozan	Dorca.kruep	Dorca.kykla	Dorca.laeve	Dorca.liano	Dorca.linea	Dorca.litig	Dorca.ljube	Dorca.lugub	Dorca.maced	Dorca.mader	Dorca.major	Dorca.margh	Dorca.medit	Dorca.mesch	Dorca.meteo	Dorca.minko	Dorca.minut	Dorca.mokrz	Dorca.murra	Dorca.obenb	Dorca.olymp	Dorca.olycola	Dorca.ossae	Dorca.panti	Dorca.parna	Dorca.pedes	Dorca.pelop	Dorca.pilos	Dorca.pilene	Dorca.pindi	Dorca.polit	Dorca.propi	Dorca.pseud	Dorca.psline	Dorca.purky	Dorca.pusil	Dorca.quadr	Dorca.regul	Dorca.salon	Dorca.sapka	Dorca.sarep	Dorca.scopo	Dorca.septe	Dorca.seric	Dorca.sterb	Dorca.sturm	Dorca.subju	Dorca.tabor	Dorca.tassi	Dorca.tauri	Dorca.tayge	Dorca.thess	Dorca.tules	Dorca.valon	Dorca.veluc	Dorca.velse	Dorca.wewal	Dorca.zante	Drymo.cylin	Drymo.truqu	Echin.bobel	Echin.flora	Echin.marco	Echin.scala	Echin.sicul	Enopl.sangu	Ergat.faber	Evodi.borea	Evodi.clath	Exoce.adspe	Exoce.lusit	Exoce.punct	Exoce.stier	Gnath.prate	Graci.minut	Gramm.abdom	Gramm.auric	Gramm.rufic	Gramm.ustul	Gramm.virid	Herop.beier	Herop.fairm	Herop.trist	Hespe.seric	Hylot.bajul	Ibero.abule	Ibero.aguad	Ibero.albic	Ibero.amori	Ibero.andal	Ibero.aries	Ibero.becer	Ibero.boliv	Ibero.brann	Ibero.casti	Ibero.circu	Ibero.espan	Ibero.ferdi	Ibero.fuent	Ibero.fulig	Ibero.grael	Ibero.grise	Ibero.grust	Ibero.heyde	Ibero.isern	Ibero.korbi	Ibero.lorqu	Ibero.lusit	Ibero.marmo	Ibero.marti	Ibero.molit	Ibero.moscu	Ibero.mucid	Ibero.mus	Ibero.neile	Ibero.perez	Ibero.pseud	Ibero.punct	Ibero.segov	Ibero.segun	Ibero.seoan	Ibero.spino	Ibero.sutur	Ibero.terol	Ibero.uhago	Ibero.vanho	Ibero.zarco	Icosi.tomen	Isoto.barba	Isoto.compt	Isoto.jarmi	Isoto.speci	Judol.sexma	Lamia.texto	Leiod.kolla	Leiop.femor	Leiop.insul	Leiop.nebul	Leiop.punct	Leiop.sette	Lepto.illyr	Lepto.nitid	Leptu.aethi	Leptu.annul	Leptu.aurul	Leptu.nigri	Leptu.quadr	Leptu.viren	Liode.linea	Lucas.levai	Macro.thora	Mallo.graec	Menes.bipun	Menes.sulph	Mesop.asiat	Mesop.batel	Mesop.besic	Mesos.curcu	Mesos.myops	Mesos.nebul	Molor.kiese	Molor.marmo	Molor.minor	Molor.plagi	Molor.schmi	Molor.umbel	Monoc.gallo	Monoc.implu	Monoc.saltu	Monoc.sarto	Monoc.sutor	Monoc.uruss	Morim.asper	Morim.gangl	Morim.verec	Nathr.berla	Nathr.brevi	Neocl.acumi	Neodo.bilin	Neodo.calab	Neodo.exorn	Neodo.falla	Neodo.laque	Neodo.pelle	Neodo.virle	Neopi.sicul	Nivel.exten	Nivel.sangu	Notho.punct	Nuste.disti	Nypho.picti	Obere.eryth	Obere.eupho	Obere.linea	Obere.macul	Obere.morav	Obere.ocula	Obere.pedem	Obere.pupil	Obere.tayge	Obriu.brunn	Obriu.canth	Oedec.geble	Oplos.ciner	Oxyli.argen	Oxyli.dupon	Oxymi.curso	Oxypl.nodie	Pachy.ceram	Pachy.errat	Pachy.lamed	Pachy.quadr	Parac.cordi	Parac.eryth	Parac.fulva	Parac.hybri	Parac.macul	Parac.marti	Parac.oblon	Parac.palle	Parac.picti	Parac.rufa	Parac.scute	Parac.simpl	Parac.tesse	Parac.tonsa	Parac.trisi	Paran.brunn	Parme.balea	Parme.balte	Parme.bicin	Parme.breun	Parme.cruci	Parme.mereg	Parme.novak	Parme.ponto	Parme.pubes	Parme.slama	Parme.solie	Parme.subpu	Parme.unifa	Pedos.ariad	Pedos.emmip	Pedos.pubes	Pedos.reves	Pedos.verti	Penic.fasci	Phora.recur	Phora.semip	Phyma.alni	Phyma.fasci	Phyma.glabr	Phyma.livid	Phyma.punct	Phyma.pusil	Phyma.rufip	Phyto.affin	Phyto.albov	Phyto.alger	Phyto.annul	Phyto.argus	Phyto.balca	Phyto.bithy	Phyto.caeru	Phyto.cepha	Phyto.coeru	Phyto.cylin	Phyto.eryth	Phyto.falde	Phyto.flave	Phyto.genic	Phyto.hirsu	Phyto.humer	Phyto.icter	Phyto.inarm	Phyto.longi	Phyto.malac	Phyto.melan	Phyto.mille	Phyto.molyb	Phyto.nigri	Phyto.praet	Phyto.pubes	Phyto.pustu	Phyto.rubro	Phyto.rufip	Phyto.schur	Phyto.scute	Phyto.serri	Phyto.tigri	Phyto.tirel	Phyto.uncin	Phyto.virgu	Phyto.vitti	Phyto.vulne	Pidon.lurid	Plagi.arcua	Plagi.detri	Pogon.anato	Pogon.carol	Pogon.creti	Pogon.decor	Pogon.eugen	Pogon.fasci	Pogon.hispi	Pogon.hisus	Pogon.marco	Pogon.neuha	Pogon.ovatu	Pogon.perro	Pogon.plaso	Pogon.sieve	Pogon.stura	Pogon.tayge	Prino.myard	Prion.coria	Prono.angus	Pseud.berge	Pseud.ciner	Pseud.excel	Pseud.livid	Psilo.brach	Ptero.m.gri	Purpu.buden	Purpu.cauca	Purpu.dalma	Purpu.desfo	Purpu.ferru	Purpu.globu	Purpu.graec	Purpu.kaehl	Purpu.renyv	Purpu.schur	Pyrrh.sangu	Rhaes.serri	Rhagi.bifas	Rhagi.inqui	Rhagi.morda	Rhagi.sycop	Rhamn.bicol	Rhamn.graci	Rhamn.graec	Rhamn.testa	Rhaph.graci	Ropal.aenea	Ropal.clavi	Ropal.coria	Ropal.femor	Ropal.insub	Ropal.leder	Ropal.macro	Ropal.sicul	Ropal.ungar	Ropal.varin	Ropal.viola	Rosal.alpin	Rutpe.macul	Saper.carch	Saper.octop	Saper.perfo	Saper.popul	Saper.punct	Saper.querc	Saper.scala	Saper.simil	Sapha.piceu	Schur.sicul	Seman.laura	Seman.russi	Seman.undat	Spond.bupre	Steno.atric	Steno.creti	Steno.dubia	Steno.ferre	Steno.flavi	Steno.insit	Steno.mauri	Steno.merid	Steno.querc	Steno.rufus	Steno.simil	Stenu.appro	Stenu.bifas	Stenu.hybri	Stenu.melan	Stenu.nigra	Stenu.samai	Stenu.senii	Stenu.septe	Stenu.vauch	Stran.atten	Strom.unico	Subge.bicol	Subge.major	Subge.scabr	Subge.testa	Subge.ulmi	Tetro.aquil	Tetro.casta	Tetro.elaea	Tetro.fuscu	Tetro.gabri	Tetro.gilvi	Tetro.praeu	Tetro.stark	Theop.subcy	Trago.depsa	Trich.arenb	Trich.berbe	Trich.berge	Trich.campe	Trich.fasci	Trich.grise	Trich.holos	Trich.magna	Trich.palli	Trich.spart	Trino.cribr	Vadon.bipun	Vadon.bisig	Vadon.dojra	Vadon.hirsu	Vadon.imita	Vadon.insid	Vadon.moesi	Vadon.monos	Vadon.parna	Vadon.steve	Vadon.unipu	Vespe.arago	Vespe.boliv	Vespe.brevi	Vespe.conic	Vespe.creti	Vespe.fuent	Vespe.jerte	Vespe.joani	Vespe.ligus	Vespe.lurid	Vespe.nigel	Vespe.sanzi	Vespe.serra	Vespe.strep	Vespe.xatar	Xylos.barto	Xylos.spino	Xylot.altai	Xylot.antil	Xylot.arvic	Xylot.asell	Xylot.capri	Xylot.ibex	Xylot.panth	Xylot.rusti	Xylot.stebb
BE	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
BY	1	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0
CZ	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	1	0	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	1	1	1	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0
DE	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0
DK	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EO	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
